ReturnID,SaleID,ReturnDate,Reason,RefundAmount
RET008942,SAL001825,2020-04-04,Customer Changed Mind,3406.96
RET008943,SAL047970,2018-06-07,Customer Changed Mind,4005.17
RET008944,SAL036438,2024-01-03,Wrong Item,755.2
RET008945,SAL073673,2018-12-30,Defective,5863.35
RET008946,SAL077555,2019-08-25,Defective,951.78
RET008947,SAL030747,2022-07-03,Defective,4898.4
RET008948,SAL044550,2021-10-13,Defective,4979.08
RET008949,SAL085577,2021-11-19,Customer Changed Mind,7203.1
RET008950,SAL091339,2021-09-20,Customer Changed Mind,1296.51
RET008951,SAL179222,2017-03-30,Wrong Item,4815.4
RET008952,SAL030210,2024-02-14,Wrong Item,703.24
RET008953,SAL061618,2018-03-01,Wrong Item,1656.64
RET008954,SAL088688,2025-01-27,Customer Changed Mind,737.0
RET008955,SAL127164,2020-03-23,Customer Changed Mind,1788.76
RET008956,SAL133983,2018-09-05,Customer Changed Mind,2066.67
RET008957,SAL182852,2018-11-18,Defective,1613.65
RET008958,SAL100852,2020-09-21,Wrong Item,4035.95
RET008959,SAL040203,2019-01-26,Defective,602.09
RET008960,SAL037105,2021-02-26,Customer Changed Mind,1301.01
RET008961,SAL140166,2018-03-13,Defective,1119.65
RET008962,SAL127915,2020-05-04,Late Delivery,2636.79
RET008963,SAL064564,2020-08-08,Wrong Item,2258.71
RET008964,SAL115330,2022-03-11,Wrong Item,1954.5
RET008965,SAL070233,2020-05-15,Defective,6152.2
RET008966,SAL017461,2021-02-03,Customer Changed Mind,600.15
RET008967,SAL021060,2018-09-24,Customer Changed Mind,8133.92
RET008968,SAL172939,2020-11-07,Late Delivery,4090.25
RET008969,SAL066957,2017-09-21,Customer Changed Mind,2972.74
RET008970,SAL166443,2022-08-27,Wrong Item,532.46
RET008971,SAL155193,2023-01-26,Defective,185.08
RET008972,SAL000655,2021-04-14,Late Delivery,2966.95
RET008973,SAL058983,2020-03-27,Late Delivery,2231.12
RET008974,SAL034539,2022-05-20,Customer Changed Mind,4484.42
RET008975,SAL079871,2024-12-09,Late Delivery,2226.39
RET008976,SAL116485,2020-08-07,Customer Changed Mind,5588.01
RET008977,SAL109193,2022-04-25,Customer Changed Mind,3374.8
RET008978,SAL077071,2025-01-01,Customer Changed Mind,1593.15
RET008979,SAL174702,2022-06-12,Late Delivery,9335.54
RET008980,SAL027799,2024-12-08,Customer Changed Mind,1138.49
RET008981,SAL069820,2023-09-11,Wrong Item,1985.55
RET008982,SAL056139,2020-11-18,Defective,3876.14
RET008983,SAL120072,2023-09-05,Wrong Item,1068.37
RET008984,SAL153137,2021-07-26,Late Delivery,1825.62
RET008985,SAL104113,2022-03-24,Defective,1442.24
RET008986,SAL035581,2018-11-08,Late Delivery,2421.96
RET008987,SAL027045,2017-03-18,Customer Changed Mind,3084.39
RET008988,SAL063407,2017-08-24,Defective,1697.26
RET008989,SAL079814,2020-11-17,Wrong Item,5846.7
RET008990,SAL155900,2018-01-22,Customer Changed Mind,2125.97
RET008991,SAL193096,2022-05-15,Wrong Item,496.63
RET008992,SAL156546,2017-03-17,Wrong Item,5280.39
RET008993,SAL058524,2023-08-06,Defective,495.98
RET008994,SAL109764,2021-08-11,Customer Changed Mind,6235.45
RET008995,SAL152447,2018-01-04,Customer Changed Mind,6091.6
RET008996,SAL027392,2021-05-31,Late Delivery,2435.29
RET008997,SAL012878,2023-10-17,Defective,3772.42
RET008998,SAL131768,2021-07-19,Wrong Item,1044.12
RET008999,SAL034764,2021-06-06,Late Delivery,5637.24
RET009000,SAL081764,2022-11-25,Late Delivery,8668.56
RET009001,SAL128910,2017-04-21,Defective,9044.33
RET009002,SAL012474,2022-06-23,Wrong Item,2945.33
RET009003,SAL104391,2019-09-26,Late Delivery,2662.32
RET009004,SAL070399,2017-03-14,Wrong Item,702.54
RET009005,SAL074978,2021-02-22,Late Delivery,7623.71
RET009006,SAL186348,2023-10-01,Defective,1065.82
RET009007,SAL142019,2019-04-04,Late Delivery,807.72
RET009008,SAL050088,2025-01-23,Wrong Item,3915.41
RET009009,SAL095839,2018-08-24,Late Delivery,2146.29
RET009010,SAL027033,2017-12-13,Defective,5125.09
RET009011,SAL004052,2018-09-04,Late Delivery,5194.15
RET009012,SAL078909,2017-02-22,Customer Changed Mind,514.38
RET009013,SAL084269,2021-09-30,Late Delivery,256.33
RET009014,SAL066249,2024-06-13,Wrong Item,6877.27
RET009015,SAL116762,2025-01-28,Late Delivery,6225.02
RET009016,SAL151974,2020-07-16,Wrong Item,1163.4
RET009017,SAL141927,2024-07-13,Late Delivery,2129.36
RET009018,SAL120718,2020-07-05,Customer Changed Mind,3447.12
RET009019,SAL172461,2022-03-21,Late Delivery,1842.86
RET009020,SAL023321,2021-09-26,Defective,3726.87
RET009021,SAL015941,2023-06-02,Late Delivery,7205.64
RET009022,SAL151641,2022-09-23,Wrong Item,3986.14
RET009023,SAL011975,2024-11-20,Customer Changed Mind,4469.23
RET009024,SAL177836,2018-01-17,Wrong Item,4273.76
RET009025,SAL122784,2020-04-08,Customer Changed Mind,9261.13
RET009026,SAL096315,2019-03-31,Late Delivery,8103.07
RET009027,SAL101323,2022-10-24,Customer Changed Mind,5686.24
RET009028,SAL156812,2022-09-02,Wrong Item,2662.24
RET009029,SAL193244,2022-11-26,Late Delivery,7445.34
RET009030,SAL004072,2020-03-01,Customer Changed Mind,285.56
RET009031,SAL050138,2018-01-21,Wrong Item,2937.68
RET009032,SAL043101,2020-07-08,Defective,256.55
RET009033,SAL119380,2018-07-25,Customer Changed Mind,658.34
RET009034,SAL191039,2023-07-07,Wrong Item,375.32
RET009035,SAL184025,2021-07-20,Late Delivery,6951.1
RET009036,SAL162360,2020-07-12,Customer Changed Mind,1108.71
RET009037,SAL137704,2017-07-29,Wrong Item,4854.5
RET009038,SAL021436,2024-06-21,Customer Changed Mind,8463.89
RET009039,SAL100059,2017-02-11,Defective,5390.64
RET009040,SAL190601,2019-02-04,Defective,1935.59
RET009041,SAL077652,2019-04-17,Defective,5788.93
RET009042,SAL180323,2022-05-11,Defective,1399.95
RET009043,SAL046357,2022-07-15,Customer Changed Mind,2148.18
RET009044,SAL075051,2023-12-31,Customer Changed Mind,4556.09
RET009045,SAL180914,2022-09-04,Late Delivery,952.13
RET009046,SAL167643,2023-04-06,Wrong Item,3090.62
RET009047,SAL021334,2019-09-16,Customer Changed Mind,1873.99
RET009048,SAL175402,2022-04-28,Late Delivery,2791.16
RET009049,SAL039785,2017-11-19,Late Delivery,1751.74
RET009050,SAL169414,2018-03-10,Customer Changed Mind,1681.5
RET009051,SAL162259,2018-11-09,Wrong Item,3966.46
RET009052,SAL024616,2019-09-06,Wrong Item,3230.08
RET009053,SAL111269,2022-04-12,Customer Changed Mind,5140.62
RET009054,SAL027800,2023-08-30,Defective,2864.46
RET009055,SAL171546,2023-11-09,Defective,8223.94
RET009056,SAL120772,2021-01-11,Wrong Item,3137.54
RET009057,SAL091230,2017-11-23,Defective,2147.3
RET009058,SAL114792,2019-10-05,Customer Changed Mind,3336.51
RET009059,SAL083319,2023-01-23,Wrong Item,5971.68
RET009060,SAL165877,2024-05-30,Customer Changed Mind,2735.28
RET009061,SAL099713,2019-04-08,Defective,4336.73
RET009062,SAL174678,2021-03-03,Defective,6549.95
RET009063,SAL122989,2020-06-15,Wrong Item,414.25
RET009064,SAL073099,2022-03-31,Defective,2023.35
RET009065,SAL152887,2019-06-15,Defective,1077.61
RET009066,SAL143937,2017-04-07,Customer Changed Mind,156.83
RET009067,SAL036071,2017-12-08,Defective,6468.02
RET009068,SAL087904,2021-06-12,Customer Changed Mind,7641.21
RET009069,SAL117946,2023-08-27,Wrong Item,964.16
RET009070,SAL007582,2021-07-03,Late Delivery,4854.76
RET009071,SAL176435,2024-02-06,Wrong Item,9159.68
RET009072,SAL072810,2018-08-03,Wrong Item,350.14
RET009073,SAL114032,2020-05-25,Defective,3856.05
RET009074,SAL001215,2024-01-17,Late Delivery,2721.53
RET009075,SAL011986,2020-08-25,Wrong Item,674.37
RET009076,SAL175403,2020-11-26,Customer Changed Mind,4064.31
RET009077,SAL066788,2023-12-21,Defective,4813.31
RET009078,SAL169497,2017-11-08,Customer Changed Mind,8148.78
RET009079,SAL161813,2019-04-10,Customer Changed Mind,1364.98
RET009080,SAL167489,2024-11-09,Wrong Item,1119.29
RET009081,SAL151948,2023-05-23,Customer Changed Mind,458.37
RET009082,SAL095908,2021-12-21,Customer Changed Mind,3581.76
RET009083,SAL051946,2021-12-19,Customer Changed Mind,425.58
RET009084,SAL162499,2017-05-31,Customer Changed Mind,7048.58
RET009085,SAL068525,2019-10-27,Wrong Item,5108.83
RET009086,SAL142315,2020-07-04,Late Delivery,554.62
RET009087,SAL050011,2023-06-07,Wrong Item,5633.03
RET009088,SAL025897,2021-07-09,Late Delivery,2041.75
RET009089,SAL199330,2021-07-04,Defective,3216.25
RET009090,SAL040986,2020-02-15,Late Delivery,6070.26
RET009091,SAL049218,2018-12-23,Defective,2096.89
RET009092,SAL057488,2023-04-13,Customer Changed Mind,3538.89
RET009093,SAL127345,2022-04-14,Late Delivery,3123.42
RET009094,SAL146608,2024-06-13,Late Delivery,470.18
RET009095,SAL085658,2022-05-16,Defective,2551.81
RET009096,SAL068389,2020-11-18,Defective,1116.94
RET009097,SAL195161,2022-05-23,Customer Changed Mind,9756.55
RET009098,SAL062823,2017-04-10,Wrong Item,5768.42
RET009099,SAL017775,2019-07-17,Late Delivery,7084.27
RET009100,SAL142287,2023-08-31,Late Delivery,619.64
RET009101,SAL159258,2018-11-23,Late Delivery,2607.51
RET009102,SAL004577,2022-06-09,Defective,3324.39
RET009103,SAL195120,2020-08-09,Defective,814.77
RET009104,SAL007137,2019-04-04,Late Delivery,3816.21
RET009105,SAL055569,2020-02-07,Wrong Item,2418.12
RET009106,SAL149179,2020-12-02,Defective,590.69
RET009107,SAL025762,2020-03-10,Defective,4826.24
RET009108,SAL003319,2022-08-24,Wrong Item,6876.96
RET009109,SAL005865,2020-02-19,Customer Changed Mind,1224.22
RET009110,SAL087197,2023-03-16,Late Delivery,2296.97
RET009111,SAL167173,2024-06-29,Defective,594.17
RET009112,SAL185041,2017-02-07,Defective,1170.96
RET009113,SAL150167,2021-10-03,Defective,5448.43
RET009114,SAL013297,2020-12-07,Defective,1346.46
RET009115,SAL152808,2024-06-05,Defective,1733.16
RET009116,SAL117767,2018-06-07,Defective,519.82
RET009117,SAL010241,2017-07-21,Wrong Item,267.75
RET009118,SAL124050,2021-09-06,Wrong Item,1995.67
RET009119,SAL011014,2017-06-04,Defective,1859.31
RET009120,SAL007875,2020-05-18,Late Delivery,786.78
RET009121,SAL144296,2024-09-12,Customer Changed Mind,2474.62
RET009122,SAL186383,2024-05-24,Wrong Item,1950.88
RET009123,SAL023798,2020-05-03,Late Delivery,2069.26
RET009124,SAL181250,2021-03-05,Defective,801.08
RET009125,SAL127658,2018-06-19,Wrong Item,2903.59
RET009126,SAL120225,2023-02-02,Late Delivery,3991.34
RET009127,SAL093467,2024-12-12,Late Delivery,1457.12
RET009128,SAL045679,2017-01-21,Defective,1572.43
RET009129,SAL050710,2021-07-20,Customer Changed Mind,7273.37
RET009130,SAL099880,2022-12-16,Defective,3730.41
RET009131,SAL111548,2024-04-12,Defective,958.97
RET009132,SAL002473,2017-10-01,Wrong Item,8118.16
RET009133,SAL003979,2022-12-24,Late Delivery,701.68
RET009134,SAL128536,2022-12-02,Customer Changed Mind,1995.0
RET009135,SAL154224,2019-05-25,Defective,5946.66
RET009136,SAL048397,2021-12-20,Late Delivery,1526.76
RET009137,SAL177028,2021-04-25,Wrong Item,2244.84
RET009138,SAL194478,2017-10-08,Late Delivery,4310.32
RET009139,SAL189516,2018-10-27,Defective,1225.19
RET009140,SAL171027,2017-08-05,Customer Changed Mind,1128.23
RET009141,SAL106965,2018-10-16,Defective,179.4
RET009142,SAL016007,2024-07-29,Wrong Item,7268.81
RET009143,SAL057397,2023-09-11,Late Delivery,2207.48
RET009144,SAL196950,2021-06-27,Defective,8025.82
RET009145,SAL198940,2024-09-30,Wrong Item,-16.25
RET009146,SAL005439,2022-02-10,Customer Changed Mind,1823.78
RET009147,SAL058709,2020-03-21,Late Delivery,1886.29
RET009148,SAL106824,2018-02-21,Late Delivery,1077.12
RET009149,SAL167366,2017-03-08,Customer Changed Mind,3210.95
RET009150,SAL016980,2017-05-16,Late Delivery,107.35
RET009151,SAL022361,2020-12-06,Late Delivery,858.25
RET009152,SAL158655,2023-11-12,Defective,183.55
RET009153,SAL121151,2021-10-18,Defective,1606.83
RET009154,SAL048491,2020-03-29,Defective,8737.67
RET009155,SAL007681,2020-04-05,Customer Changed Mind,3231.89
RET009156,SAL180653,2021-01-19,Wrong Item,795.42
RET009157,SAL037921,2023-09-27,Customer Changed Mind,3873.95
RET009158,SAL067343,2023-12-28,Defective,4665.91
RET009159,SAL083700,2017-04-25,Defective,1360.59
RET009160,SAL077034,2017-02-10,Defective,1046.58
RET009161,SAL051318,2019-01-17,Customer Changed Mind,874.72
RET009162,SAL072787,2020-04-30,Late Delivery,651.81
RET009163,SAL085909,2020-06-14,Late Delivery,900.23
RET009164,SAL150510,2024-02-29,Customer Changed Mind,106.15
RET009165,SAL199287,2017-04-22,Customer Changed Mind,550.69
RET009166,SAL130169,2021-04-05,Late Delivery,4301.37
RET009167,SAL144528,2024-09-17,Defective,1124.73
RET009168,SAL005300,2019-03-14,Late Delivery,4841.11
RET009169,SAL094835,2017-06-14,Defective,6684.95
RET009170,SAL025313,2018-08-06,Defective,8519.08
RET009171,SAL102548,2019-06-20,Defective,1713.57
RET009172,SAL020636,2019-05-06,Defective,9545.07
RET009173,SAL122809,2019-01-21,Defective,1865.76
RET009174,SAL134346,2019-02-09,Late Delivery,6756.95
RET009175,SAL060987,2023-06-21,Wrong Item,3563.58
RET009176,SAL189589,2022-01-25,Wrong Item,219.55
RET009177,SAL086284,2017-10-21,Customer Changed Mind,441.05
RET009178,SAL125089,2017-04-13,Customer Changed Mind,9189.22
RET009179,SAL128988,2018-04-03,Customer Changed Mind,3105.97
RET009180,SAL109089,2017-10-29,Late Delivery,6272.6
RET009181,SAL188424,2019-01-09,Defective,1220.13
RET009182,SAL040193,2022-11-03,Late Delivery,2893.26
RET009183,SAL128595,2018-03-15,Defective,1638.6
RET009184,SAL155447,2021-05-18,Defective,4762.78
RET009185,SAL057936,2021-07-13,Defective,1836.47
RET009186,SAL057513,2018-11-06,Wrong Item,419.86
RET009187,SAL191564,2022-08-28,Wrong Item,1511.4
RET009188,SAL152865,2021-08-09,Late Delivery,3356.53
RET009189,SAL117912,2019-05-22,Customer Changed Mind,2352.59
RET009190,SAL085067,2017-02-03,Wrong Item,1730.81
RET009191,SAL108000,2021-04-09,Wrong Item,766.15
RET009192,SAL066059,2023-02-05,Defective,7214.2
RET009193,SAL010149,2024-12-04,Defective,1626.89
RET009194,SAL044374,2021-06-03,Defective,9805.8
RET009195,SAL059198,2019-08-24,Late Delivery,5565.76
RET009196,SAL038973,2019-06-08,Defective,3222.41
RET009197,SAL017407,2021-10-13,Wrong Item,3171.22
RET009198,SAL097297,2021-05-05,Late Delivery,7030.49
RET009199,SAL086174,2023-05-05,Customer Changed Mind,4011.02
RET009200,SAL058094,2020-11-24,Late Delivery,1286.68
RET009201,SAL132438,2024-03-27,Late Delivery,4037.94
RET009202,SAL066806,2019-10-20,Customer Changed Mind,147.92
RET009203,SAL111803,2018-04-06,Late Delivery,1144.79
RET009204,SAL057586,2017-02-21,Late Delivery,1620.22
RET009205,SAL028334,2018-02-15,Customer Changed Mind,2518.33
RET009206,SAL104796,2017-08-31,Wrong Item,4174.8
RET009207,SAL016049,2017-05-29,Wrong Item,4639.06
RET009208,SAL017912,2019-11-28,Customer Changed Mind,9281.82
RET009209,SAL072344,2020-04-08,Wrong Item,3723.34
RET009210,SAL149556,2018-02-26,Wrong Item,692.81
RET009211,SAL060301,2020-09-21,Late Delivery,2619.8
RET009212,SAL095701,2024-02-02,Defective,3541.09
RET009213,SAL160858,2023-10-17,Late Delivery,2335.25
RET009214,SAL191616,2024-11-23,Customer Changed Mind,3608.16
RET009215,SAL136726,2024-01-18,Customer Changed Mind,1173.01
RET009216,SAL029476,2023-07-02,Wrong Item,926.93
RET009217,SAL195179,2022-08-20,Wrong Item,8218.81
RET009218,SAL144265,2018-02-20,Customer Changed Mind,2313.91
RET009219,SAL196483,2022-03-05,Late Delivery,1480.19
RET009220,SAL168574,2017-02-01,Defective,2209.05
RET009221,SAL197046,2020-03-07,Customer Changed Mind,5437.23
RET009222,SAL045883,2018-02-26,Wrong Item,4987.37
RET009223,SAL196729,2018-10-25,Defective,1866.4
RET009224,SAL126739,2020-08-02,Defective,397.64
RET009225,SAL136467,2017-03-18,Late Delivery,1298.33
RET009226,SAL090019,2020-11-21,Late Delivery,7511.72
RET009227,SAL160951,2018-03-08,Late Delivery,2835.49
RET009228,SAL166142,2018-06-19,Late Delivery,843.98
RET009229,SAL075318,2021-08-16,Customer Changed Mind,1784.55
RET009230,SAL145374,2020-06-29,Late Delivery,716.42
RET009231,SAL153989,2020-07-10,Defective,4905.79
RET009232,SAL119997,2023-04-10,Defective,7177.8
RET009233,SAL146283,2017-05-27,Late Delivery,1822.69
RET009234,SAL036536,2019-04-13,Late Delivery,825.06
RET009235,SAL136996,2024-04-15,Defective,2828.2
RET009236,SAL121205,2024-12-30,Late Delivery,1454.36
RET009237,SAL174067,2019-11-17,Wrong Item,2166.11
RET009238,SAL000985,2024-04-23,Defective,1786.78
RET009239,SAL126655,2020-03-03,Customer Changed Mind,7014.19
RET009240,SAL033884,2020-12-25,Customer Changed Mind,2752.32
RET009241,SAL094980,2022-07-12,Defective,2112.2
RET009242,SAL002149,2018-01-20,Customer Changed Mind,2801.01
RET009243,SAL078892,2022-05-01,Late Delivery,1742.47
RET009244,SAL188976,2020-03-04,Late Delivery,6239.07
RET009245,SAL081667,2019-01-19,Customer Changed Mind,3393.79
RET009246,SAL182974,2023-03-19,Wrong Item,1826.19
RET009247,SAL180631,2022-07-26,Defective,4686.34
RET009248,SAL131975,2024-09-02,Customer Changed Mind,2218.69
RET009249,SAL029788,2017-04-03,Defective,440.35
RET009250,SAL120631,2017-08-04,Customer Changed Mind,4717.04
RET009251,SAL099556,2022-06-02,Late Delivery,2759.39
RET009252,SAL083421,2020-03-20,Customer Changed Mind,3951.96
RET009253,SAL162550,2017-11-05,Wrong Item,9374.82
RET009254,SAL037340,2018-03-19,Late Delivery,5930.54
RET009255,SAL198834,2018-05-12,Wrong Item,999.42
RET009256,SAL129894,2017-05-20,Defective,3267.44
RET009257,SAL091481,2024-03-29,Wrong Item,1910.73
RET009258,SAL181498,2019-04-13,Customer Changed Mind,509.65
RET009259,SAL147795,2018-06-05,Customer Changed Mind,5197.68
RET009260,SAL141363,2024-07-09,Wrong Item,5269.22
RET009261,SAL000675,2018-12-22,Defective,8516.63
RET009262,SAL075239,2022-05-02,Late Delivery,1615.69
RET009263,SAL096740,2024-03-17,Defective,1327.62
RET009264,SAL174738,2021-05-26,Customer Changed Mind,1205.43
RET009265,SAL017997,2023-08-06,Wrong Item,4590.51
RET009266,SAL188861,2017-03-11,Defective,2799.19
RET009267,SAL127194,2019-02-09,Defective,1876.09
RET009268,SAL067136,2021-12-10,Late Delivery,8588.18
RET009269,SAL184033,2021-06-05,Defective,1943.71
RET009270,SAL127267,2019-03-04,Customer Changed Mind,812.46
RET009271,SAL067070,2018-05-23,Defective,713.36
RET009272,SAL017571,2021-08-18,Defective,1988.63
RET009273,SAL030912,2024-05-28,Defective,4185.33
RET009274,SAL041894,2018-12-27,Customer Changed Mind,972.27
RET009275,SAL145729,2019-09-17,Defective,8489.32
RET009276,SAL142905,2021-06-22,Wrong Item,4526.25
RET009277,SAL010817,2025-01-10,Defective,155.53
RET009278,SAL170964,2017-12-24,Customer Changed Mind,133.36
RET009279,SAL023466,2022-02-02,Late Delivery,1012.42
RET009280,SAL129550,2022-06-03,Late Delivery,7709.3
RET009281,SAL024783,2022-12-02,Customer Changed Mind,1832.14
RET009282,SAL050706,2020-03-24,Wrong Item,233.0
RET009283,SAL083987,2017-11-13,Late Delivery,2777.72
RET009284,SAL036596,2023-11-16,Defective,1420.46
RET009285,SAL161718,2018-01-19,Wrong Item,277.6
RET009286,SAL073995,2018-01-28,Wrong Item,7178.77
RET009287,SAL016278,2023-05-12,Customer Changed Mind,1372.4
RET009288,SAL169509,2017-04-22,Wrong Item,2399.72
RET009289,SAL164621,2023-08-04,Late Delivery,1705.05
RET009290,SAL063642,2017-05-29,Wrong Item,1048.4
RET009291,SAL106445,2019-04-16,Late Delivery,603.49
RET009292,SAL136417,2021-06-07,Wrong Item,697.59
RET009293,SAL072484,2024-09-11,Customer Changed Mind,3206.64
RET009294,SAL173541,2021-10-17,Defective,5537.11
RET009295,SAL001877,2018-06-10,Late Delivery,1985.51
RET009296,SAL005536,2019-11-23,Defective,5000.43
RET009297,SAL158376,2022-05-31,Late Delivery,588.05
RET009298,SAL096852,2018-12-24,Late Delivery,1868.86
RET009299,SAL050095,2024-03-31,Wrong Item,1411.49
RET009300,SAL033083,2023-08-26,Defective,2311.6
RET009301,SAL049488,2022-08-22,Late Delivery,1651.39
RET009302,SAL066613,2024-12-22,Customer Changed Mind,1236.68
RET009303,SAL188789,2020-07-02,Customer Changed Mind,5566.22
RET009304,SAL001602,2024-04-07,Defective,1582.09
RET009305,SAL125951,2021-01-18,Late Delivery,4317.75
RET009306,SAL070757,2022-08-12,Customer Changed Mind,80.19
RET009307,SAL113035,2017-06-14,Defective,238.37
RET009308,SAL142538,2022-11-20,Defective,7188.18
RET009309,SAL095437,2018-07-19,Customer Changed Mind,3784.9
RET009310,SAL062160,2020-02-28,Customer Changed Mind,2146.58
RET009311,SAL010188,2024-01-06,Wrong Item,308.94
RET009312,SAL097163,2021-12-08,Customer Changed Mind,462.32
RET009313,SAL042701,2022-05-03,Late Delivery,1344.14
RET009314,SAL169656,2019-12-13,Late Delivery,426.46
RET009315,SAL156631,2023-03-07,Late Delivery,949.37
RET009316,SAL007361,2018-05-11,Late Delivery,2673.53
RET009317,SAL018195,2019-08-29,Defective,2856.97
RET009318,SAL052054,2021-07-15,Late Delivery,6849.09
RET009319,SAL177788,2018-11-18,Defective,3425.78
RET009320,SAL166031,2023-05-09,Defective,1146.41
RET009321,SAL071978,2024-04-04,Late Delivery,768.7
RET009322,SAL151933,2019-07-26,Defective,6566.59
